ID,App_Name,Genre,Price,User_Rating,Total_Reviews,User_Review
184,RollerCoaster Tycoon Classic,Simulation,$5.99 ,4.6,10795,This game is really good! The only problem is that the background can look really dull after a while.
185,Call of Duty:Black Ops Zombies,Action,$6.99 ,4.2,13004,"Big app, but it makes sense as the graphics are highly detailed. Great game with iffy controls. Expensive too"
186,Star Wars: DIRTY,Role Playing,$9.99 ,4.5,38207,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
187,Monument Valley 2,Puzzle,$4.99 ,4.6,9394,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
188,DRAGON BALL LEGENDS,Action,0,4.6,337913,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
189,ROBLOX,Adventure;Action & Adventure,0,4.5,4449882,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
190,Candy Crush Saga,Casual,0,4.4,22429716,I love this game so much!!!!!!!!
191,Angry Birds 2,Casual,0,4.6,3883589,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
192,8 Ball Pool,Sports,0,4.5,14200550,Best game I have ever played  10/10
193,Fallout Shelter,Simulation,0,4.6,2719142,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
194,Harry Potter: Hogwarts Mystery,Adventure,0,4.4,1107197,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
195,PUBG MOBILE,Action,0,4.4,3716278,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
196,The Sims FreePlay,Simulation,0,4.3,931595,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
197,MARVEL Strike Force,Role Playing,0,4.3,165928,Best game I have ever played  10/10
198,Best Fiends - Free Puzzle Game,Casual,0,4.6,1480189,This is such a good game. Very engaging and  addicting!
199,MARVEL Contest of Champions,Action,0,4.3,2468063,I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game   really. Please please please make it save more data  please.
200,Jurassic World Alive,Simulation,0,4.3,309176,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
201,Choices: Stories You Play,Simulation,0,4.6,807338,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
202,Solitaire TriPeaks,Card,0,4.5,446434,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
203,Merge Dragons!,Puzzle,0,4.5,214819,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
204,The Walking Dead: Road to Survival,Role Playing,0,4.2,522466,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
205,Hustle Castle: Fantasy Kingdom,Role Playing,0,4.7,584126,Best game I have ever played  9/10
206,Might & Magic: Elemental Guardians,Role Playing,0,4.3,32551,Crashed in first few seconds  was unable to play  do not download.
207,Game of Thrones: Conquest,Strategy,0,4,90218,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
208,Love Nikki-Dress UP Queen,Role Playing,0,4.4,212524,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
209,Summoners War,Role Playing,0,4.3,2045554,I think the games good but i wish the creator would add in online mode or something
210,FINAL FANTASY BRAVE EXVIUS,Role Playing,0,4.6,745684,It's cool and nice and the graphics
211,Idle Heroes,Role Playing,0,4.7,416540,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
212,Fate/Grand Order (English),Role Playing,0,4.4,16601,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
213,Honkai Impact 3rd,Action,0,4.7,59017,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
214,Lords Mobile: Battle of the Empires - Strategy RPG,Strategy,0,4.4,3057481,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
215,War and Order,Strategy,0,4.3,224514,Keeps crashing on the first day every time I try to play. Super disappointed.
216,Dungeon Hunter Champions: Epic Online Action RPG,Role Playing,0,4.2,26247,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
217,Candy Crush Saga,Casual,0,4.4,22430188,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
218,ROBLOX,Adventure;Action & Adventure,0,4.5,4449910,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
219,8 Ball Pool,Sports,0,4.5,14201891,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
220,Subway Surfers,Arcade,0,4.5,27725352,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
221,Candy Crush Soda Saga,Casual,0,4.4,6199095,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
222,Zombie Hunter King,Action,0,4.3,10493,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
223,Bubble Shooter,Casual,0,4.5,148945,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
224,Toon Blast,Puzzle,0,4.7,1351771,It is cool not very realistic though
225,Toy Blast,Puzzle,0,4.7,1889582,Crashed in first few seconds  was unable to play  do not download.
226,Clash Royale,Strategy,0,4.6,23136735,"After not even a week of playing, it decided to not let me play the game. Every time I click the icon, it pulls up and then goes back to my home screen"
227,Clash of Clans,Strategy,0,4.6,44893888,Best game I have ever played  10/10
228,Farm Heroes Saga,Casual,0,4.4,7614415,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
229,Plants vs. Zombies FREE,Strategy,0,4.4,4067651,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
230,Word Search,Word,0,4.7,295576,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
231,Block Puzzle,Puzzle,0,4.6,59907,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
232,Super Jim Jump - pixel 3d,Arcade,0,4.5,10460,Crashed in first few seconds  was unable to play  do not download.
233,Pou,Casual,0,4.3,10486018,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
234,Temple Run 2,Action,0,4.3,8119151,"I like this game it's really fun, but the reason I rated it 4 stars is bc it's kind of easy & I am looking for a game that is fun & challenging. Overall it is a good game so don't spite the game bc of reviews, I would suggest just trying it"
235,Flow Free,Puzzle,0,4.3,1295625,This game is amazing! I'm so glad that this game exists.
236,Homescapes,Casual,0,4.6,3093932,Crashed upon opening every time I've tried. It just freezes and I can't fix
237,Wordscapes,Word,0,4.8,230849,I think that it's amazing
238,My Talking Angela,Casual,0,4.5,9883367,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
239,slither.io,Action,0,4.4,5235294,Its a great game even though i didn't update it ITS GREAT
240,Cooking Fever,Arcade,0,4.5,3198176,Was good when I was bored and had nothing to do!
241,Yes day,Casual,0,4.5,10055521,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
242,Gardenscapes,Casual,0,4.6,4129665,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
243,Fishdom,Puzzle,0,4.6,2158580,First time I play and mess up I get a 30 second AD... Trash
244,Galaxy Attack: Alien Shooter,Arcade,0,4.6,506593,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
245,Score! Hero,Sports,0,4.6,5419676,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
246,Zombie Catchers,Action,0,4.7,990723,This game is really good! The only problem is that the background can look really dull after a while.
247,Magic Tiles 3,Music,0,4.5,592504,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
248,Jewels Star: OZ adventure,Puzzle,0,4.5,21892,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
249,Granny,Arcade,0,4.5,1138239,"The adds that I cannot mute, may make me decide to uninstall the app"
250,Dream League Soccer 2018,Sports,0,4.6,9883806,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
251,Sweet Fruit Candy,Puzzle,0,4.5,197540,This game is really good! The only problem is that the background can look really dull after a while.
252,Fruits Bomb,Casual,0,4.4,74695,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
253,Angry Birds Classic,Arcade,0,4.4,5566889,It had too many ads yes but... it was a fun and stress game but that is what these kind of games are about the try to make you rage quit but you have to stay strong and keep trying over and over again
254,Talking Tom Gold Run,Action,0,4.6,2698882,Very addictive game. Can't keep my hands off it!
255,Bowmasters,Action,0,4.7,1535973,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
256,My Talking Tom,Casual,0,4.5,14892469,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
257,Hill Climb Racing,Racing,0,4.4,8923818,AMAZING GAME. YOU CAN DO ALMOST  ANYTHING THAT ISN'T LIMITED BY THE APP.
258,Sniper 3D Gun Shooter: Free Shooting Games - FPS,Action,0,4.6,7674252,"I love this game, but I never rated it 5 stars because three times I've had to start over again on a new device. "
259,Pixel Art: Color by Number Game,Puzzle,0,4.7,1125438,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
260,Shoot Bubble - Fruit Splash,Casual,0,4.6,29445,My child plays this all the time and it keeps their attention for hours! Had to uninstall it on my phone 
261,Rider,Arcade,0,4.5,655145,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
262,Zombie Tsunami,Arcade,0,4.4,4921451,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
263,Garena Free Fire,Action,0,4.5,5476569,OK at best
264,Doodle Jump,Arcade,0,4.3,1083571,Great time killer especially on the train.  The animations are very well designed!
265,Subway Surfers,Arcade,0,4.5,27725352,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
266,Helix Jump,Action,0,4.2,1500999,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
267,Crossy Road,Action,0,4.5,4230886,Best game I have ever played  10/10
268,Temple Run 2,Action,0,4.3,8119154,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
269,slither.io,Action,0,4.4,5235294,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
270,Bowmasters,Action,0,4.7,1535973,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
271,Talking Tom Gold Run,Action,0,4.6,2698889,It is a fun game for all ages! Highly recommend
272,Zombie Catchers,Action,0,4.7,990663,"Game itself is amazing but ads after everything, even browsing the settings menu triggers more ads. "
273,Sniper 3D Gun Shooter: Free Shooting Games - FPS,Action,0,4.6,7674252,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
274,Swamp Attack,Action,0,4.4,2119218,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
275,Earn to Die 2,Racing,0,4.6,1327265,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
276,Miraculous Ladybug & Cat Noir - The Official Game,Action,0,4.5,184210,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
277,Kick the Buddy,Action,0,4.3,1003269,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
278,Hungry Shark World,Action,0,4.5,1242855,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
279,Dude Perfect 2,Action,0,4.5,401425,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
280,Shadow Fight 2,Action,0,4.6,10979062,The frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
281,Alto's Adventure,Action,0,4.6,515657,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
282,DEER HUNTER 2018,Action,0,4.3,955656,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
283,DRAGON BALL LEGENDS,Action,0,4.6,337913,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
284,DEAD TARGET: FPS Zombie Apocalypse Survival Games,Action,0,4.5,1468591,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
285,Cover Fire: offline shooting games for free,Action,0,4.7,725897,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
286,Anger of stick 5 : zombie,Action,0,4.5,549039,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
287,CATS: Crash Arena Turbo Stars,Action,0,4.7,1559650,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
288,Soul Knight,Action,0,4.7,292164,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
289,Major Mayhem,Action,0,4.6,520962,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
290,DINO HUNTER: DEADLY SHORES,Action,0,4.4,1381820,Keeps my child entertained! Kid friendly game!
291,Strawberry Shortcake BerryRush,Action;Action & Adventure,0,4.3,525517,The game runs very well on my device. It's also very Addicting!
292,Extreme Match,Action,0,4.5,696,Free game. Great graphics. Fun gameplay. 4/5
293,Power Rangers Dino Charge,Action,0,4.3,194969,Classic  I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience.
294,Zombie Hunter: Post Apocalypse Survival Games,Action,0,4.4,327599,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
295,Agar.io,Action,0,4.2,3816799,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
296,Zombie Hunter King,Action,0,4.3,10538,I THINK IT IS A FANTASTIC GAME! VERY ADDICTING. HIGHLY RECOMMENDD
297,Garena Free Fire,Action,0,4.5,5476569,I love to play this game because its very relaxing and it is SO much fun! I play it with my sister and we both play on our phones at the same time and we see who can go longer
298,Battlelands Royale,Action,0,4.4,105620,Smart Game really
299,Once Upon a Tower,Action,0,4.7,37139,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
300,TEKKEN,Action,0,4.2,147791,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
301,diep.io,Action,0,4.1,347883,This game is really good! The only problem is that the background can look really dull after a while.
302,Arrow.io,Action,0,4.5,343263,I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game   really. Please please please make it save more data  please.
303,BEYBLADE BURST app,Action;Action & Adventure,0,4.5,216849,Best game I have ever played  10/10
304,Dragon Hills,Action,0,4.5,354373,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
305,Bus Rush: Subway Edition,Action,0,4.1,753043,Great game if it didnt lag so bad that you can barely play itt
306,DC Super Hero Girls,Action;Action & Adventure,0,4.3,43055,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
307,Tiny Archers,Action,0,4.5,80678,This game is really good! The only problem is that the background can look really dull after a while.
308,Metal Soldiers 2,Action,0,4.4,153381,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
309,Runner 3d like,Action,0,4.5,559,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
310,War Robots,Action,0,4.6,3073251,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
311,Dinosaur Simulator: Dino World,Action,0,4,26649,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
312,GUNSHIP BATTLE: Helicopter 3D,Action,0,4.3,2151039,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
313,Quiz: Logo game,Trivia,0,4.5,306764,Keeps crashing on the first day every time I try to play. Super disappointed.
314,Candy Crush Saga,Casual,0,4.4,22430188,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
315,Plants vs. Zombies FREE,Strategy,0,4.4,4067651,Constant updates to fix bugs and add content makes this a great game
316,Block Puzzle,Puzzle,0,4.6,59907,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
317,Helix Jump,Action,0,4.2,1500622,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
318,8 Ball Pool,Sports,0,4.5,14201604,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
319,Jewels Legend - Match 3 Puzzle,Arcade,0,4.6,280098,Keeps crashing on the first day every time I try to play. Super disappointed.
320,Bubble Shooter,Casual,0,4.5,148990,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
321,Solitaire,Card,0,4.7,154264,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
322,Bubble Shooter Genies,Casual,0,4.5,26985,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
323,Blossom Blast Saga,Casual,0,4.5,1125438,Sometimes the game forgets to save my data to the cloud which is annoying. Fun game though. My progress is lost sometimes
324,Traffic Racer,Racing,0,4.5,5387781,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
325,Hill Climb Racing,Racing,0,4.4,8923847,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
326,Earn to Die 2,Racing,0,4.6,1327269,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
327,Bubble Shooter 2,Arcade,0,4.3,23043,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
328,Candy Bomb,Casual;Brain Games,0,4.4,42145,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
329,Flow Free,Puzzle,0,4.3,1295625,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
330,Zombie Catchers,Action,0,4.7,990796,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
331,Gems or jewels ?,Puzzle,0,4.7,171448,Keeps crashing on the first day every time I try to play. Super disappointed.
332,Angry Birds Rio,Arcade,0,4.4,2610680,Easy to understand. Simple and straight forward. 4/5
333,Candy Crush Jelly Saga,Puzzle,0,4.3,1300619,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
334,Cut the Rope FULL FREE,Puzzle,0,4.4,2123793,"I had this rated as 5 stars just 3 years ago, it was one of my favorite games! Now you can't even finish a song without an ad popping up, forcing you to lose? That's just.... Wow."
335,Jewels Star: OZ adventure,Puzzle,0,4.5,21892,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
336,Hungry Shark Evolution,Arcade,0,4.5,6074627,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
337,Power Pop Bubbles,Arcade,0,4.4,104303,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
338,Angry Birds Classic,Arcade,0,4.4,5566908,"Not super difficult, the things are actually possible! Controls work decently and would be a great game for small children too.."
339,Best Fiends - Free Puzzle Game,Casual,0,4.6,1480182,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
340,Hill Climb Racing 2,Racing,0,4.6,2750645,Loading the game is a pain in the butt.
341,Jewels classic Prince,Puzzle,0,4.4,47644,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
342,Fruit Block - Puzzle Legend,Casual,0,4.6,125647,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
343,Bubble Shooter Space,Casual,0,4.2,4355,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
344,Swamp Attack,Action,0,4.4,2119235,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
345,1LINE One Line with One Touch,Board,0,4.6,214878,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
346,Stick War: Legacy,Strategy,0,4.6,811040,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
347,Bowmasters,Action,0,4.7,1536349,Fun game
348,Magic Tiles 3,Music,0,4.5,592504,10/10. enough said
349,Block Puzzle Classic Legend !,Puzzle,0,4.2,17044,Keeps crashing on the first day every time I try to play. Super disappointed.
350,Marble Woka Woka 2018 - Bubble Shooter Match 3,Puzzle,0,4.6,155186,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
351,Pixel Art: Color by Number Game,Puzzle,0,4.7,1125566,No online play with friends is a disappointment. No competition. An okay game
352,Score! Hero,Sports,0,4.6,5419676,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
353,Super Jabber Jump 3,Arcade,0,4.3,34494,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
354,Rush,Arcade,0,4.6,260651,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
355,Jetpack Joyride,Arcade,0,4.4,4638163,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
356,Zombie Tsunami,Arcade,0,4.4,4921409,"First of all, have a good day to all admin and staff here. I like the game much. But if its ok with the creator to make the game less lag. Much better. Coz here in our country, internet is not free. We used data, for the player who have no internet connection. So slow connection. "
357,DEAD TARGET: FPS Zombie Apocalypse Survival Games,Action,0,4.5,1468638,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
358,Word Search,Word,0,4.2,344585,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
359,Farm Heroes Saga,Casual,0,4.4,7614407,Downloaded and crashed instantly. Trash
360,Racing in Car 2,Racing,0,4.3,234110,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
361,Dog Run - Pet Dog Simulator,Simulation;Action & Adventure,0,4.7,48615,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
362,Rope Hero Return of a Legend,Arcade,0,4.3,9951,This game is really good! The only problem is that the background can look really dull after a while.
363,Draw a Stickman: EPIC 2 Free,Adventure,0,4.3,213340,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
364,Agar.io,Action,0,4.2,3815614,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
365,Angry Birds Classic,Arcade,0,4.4,5565856,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
366,UNO & Friends,Card,0,4.1,1728557,"Lot of ads are disturbing the player's mood every time. That's the reason it deserves 1 star, otherwise I will give 5 star . Reduce the frequency of your third party Ads in the app because it increases the overall satisfaction level of the your player's."
367,4 in a Row,Board,0,3.8,4257,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
368,Bubble Shooter,Arcade,0,4.5,43576,Not very good. You canâ€™t play it for a long time. Gets boring
369,Subway Surfers,Arcade,0,4.5,27711703,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
